valid_time,r,crwc,t,u,v,wind_speed,month,day_of_week,Temperature,Precipitation_mm,Relative_Humidity_%,Wind_Speed,Wind_Direction,Cloud_Cover_%
2020-01-01,0.9464968303079494,3.0261443e-08,-0.6524950019008529,0.1383174671640253,0.4109486200349895,0.4336017643314351,1.0,2.0,-1.4897546,0.0,90.60191,12.738099,137.2906,1.0
2020-01-01,0.13714670329019,1.2838287e-08,-0.5355223169547326,-0.0500103429443131,0.3796456818452994,0.3829254211268691,1.0,2.0,-1.4897546,0.0,90.60191,12.738099,137.2906,1.0
2020-01-01,0.4539867714542039,4.5855324e-09,-0.5339862201101817,0.0077737187394553,0.2919303379636693,0.2920338215457626,1.0,2.0,-1.4897546,0.0,90.60191,12.738099,137.2906,1.0
2020-01-01,0.3564639338240508,4.584973e-09,-0.4674678252901639,-0.0618138431176764,-0.1561036343840904,0.1678966821259387,1.0,2.0,-1.4897546,0.0,90.60191,12.738099,137.2906,1.0
2020-01-01,0.234616690500587,0.0,-0.4906779548482041,-0.2474684369484426,-0.4359022983728257,0.5012498788153642,1.0,2.0,-1.4897546,0.0,90.60191,12.738099,137.2906,1.0
2020-01-01,1.212712802646915,5.0892943e-08,-0.6717431197950647,0.1400907046766359,0.2007908120092622,0.2448312801178299,1.0,2.0,-1.4897546,0.0,90.60191,12.738099,137.2906,1.0
2020-01-01,0.3640236458546764,0.0,-0.492042531934047,-0.1196321819953718,-0.1832678596192715,0.2188583270940422,1.0,2.0,-1.4897546,0.0,90.60191,12.738099,137.2906,1.0
2020-01-01,0.3945612790207072,2.2924165e-09,-0.5422703401688247,-0.1075223462699823,0.2966713888967279,0.315555015706161,1.0,2.0,-1.4897546,0.0,90.60191,12.738099,137.2906,1.0
2020-01-02,-0.0432458928059242,6.3274946e-08,-0.2790908014583204,-0.3539011483360578,-0.018639559309805,0.354391670281405,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.2997563342838695,5.0440225e-09,-0.453893126154945,-0.5947292041792489,-0.3836757564734435,0.707749893966189,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.1425911690582763,0.0,-0.3544059803671507,-0.7399910938576514,-1.1910525399433711,1.4022100313056525,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.6372317887848358,4.1265732e-08,-0.5443901727667653,-0.4715207752550943,0.3318849268955855,0.5766103070511776,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.5885643596367136,7.796223e-09,-0.4235710861599172,-0.4819496789822283,-0.3451701705685144,0.592805144816887,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.3130923569647919,1.558748e-08,-0.3781865789569124,-0.4250495370631174,-0.1473950796001616,0.4498804490616461,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.3367651410054108,3.2099217e-09,-0.375679168561672,-0.5710188324524109,-0.5964294697291259,0.8257061337889412,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.370925730503099,2.796934e-08,-0.3896300740184772,-0.4587772162907987,0.0928785712736612,0.4680843547795321,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.0285390906888912,3.576105e-08,-0.2859307441011153,-0.3920438381012249,-0.0457964541116662,0.3947096226371247,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.0277616206764569,1.09582075e-07,-0.310641908453585,-0.4393825322088076,0.153485165148539,0.4654188495655264,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.1042055488447641,6.83183e-08,-0.2459495831088619,-0.365520037480711,0.0221527490570058,0.3661907181929698,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.4826893539660459,6.421592e-09,-0.5228023737441153,-0.5815378825005819,0.1008789316521175,0.5902227271416556,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.0422039270609151,2.2924864e-09,-0.5995115060510532,-0.8269334419093605,-0.4086729068278781,0.9224058012194032,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.1131237852186796,1.9257781e-08,-0.6294706064461661,-0.7960523891726234,-0.0453181743987071,0.7973412965840121,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.2066542858254788,1.3571523e-07,-0.2439510462518853,-0.3750520662832781,0.0503465274397218,0.3784162063767818,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.3510737915817558,1.558748e-08,-0.3831957140095299,-0.4435565227921444,-0.0321771302266303,0.4447221116844537,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.5167718689800027,9.167427e-09,-0.4706385717687993,-0.4975066668402,0.0090132579428357,0.4975883061017309,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.2265404857314221,1.3734769e-09,-0.4603578100991309,-0.7151595610003135,-0.3751694719512882,0.8075923045537083,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.2583062905838562,1.0085037e-08,-0.5411132925147851,-0.714781162371291,-0.1074806838068717,0.7228168561070271,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.4098338491846703,6.8798376e-09,-0.5023583556538402,-0.5903986720803392,-0.1562820496764166,0.6107328966457349,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.3814672872393544,5.5021353e-08,-0.4061206090517126,-0.4648755879190236,0.1824780228854301,0.4994071896551284,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.5331089547010062,2.2468297e-08,-0.5726094373774229,-0.5620271417777349,0.3126496834974671,0.6431363251177129,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.1448643376807934,1.8339611e-09,-0.4783872848458456,-0.8252730222476282,-0.6791207334047734,1.0687752484923907,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.2266635748601944,2.2283082e-07,-0.2467797008360819,-0.3838413325843683,0.073671034428599,0.3908472718517087,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.5166847859019914,7.794404e-09,-0.4193854354736858,-0.5084605244428332,-0.1655599554889559,0.5347356391509603,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.6234846739184113,2.0172312e-08,-0.5306297395281929,-0.4852988577179945,0.1692641713586855,0.5139701752126603,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.1172860277347016,0.0,-0.3866147377079501,-0.7989929405729114,-0.947054283475292,1.2390728529566963,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.1528384450481561,4.6766888e-07,-0.2649702714887649,-0.3904719453655412,0.0816144907653523,0.398910096663945,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.1881203325731797,9.150916e-10,-0.4529246554731872,-0.6965521727819882,-0.6478307787791838,0.9512463652182608,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.0411060797050493,3.668006e-08,-0.3061738661204212,-0.3998301591059895,0.0215562505761856,0.400410824116462,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.0758792536135593,4.5670626e-10,-0.3822262957047948,-0.6669890376668763,-0.880831832209648,1.1048706227434917,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,0.0473838687700859,7.2900896e-08,-0.3332512450446618,-0.4181363398564194,0.089420905272415,0.4275910394386922,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
2020-01-02,-0.0139214170025057,3.3745403e-07,-0.3238839919241276,-0.4379671809886966,0.2096350419319238,0.4855533981231984,1.0,3.0,-1.3797545,0.0,92.66648,9.83268,203.7495,11.0
